register;points;region_1;title;price;province;region_2;variety;winery
77854;85;Puglia                    ;Rapido Red 2011 Sangiovese (Puglia)                                                               ;10;Southern Italy   ;                 ;Sangiovese                ;Rapido Red                     
77857;85;Puglia                    ;Luccarelli 2011 Ampelo Verdeca (Puglia)                                                           ;15;Southern Italy   ;                 ;Verdeca                   ;Luccarelli                     
77861;85;Basilicata                ;Vigneti del Vulture 2011 Pipoli Rosato (Basilicata)                                               ;12;Southern Italy   ;                 ;Rosato                    ;Vigneti del Vulture            
77867;85;Puglia                    ;Cielo e Terra 2011 Primi Soli Primitivo (Puglia)                                                  ;               ;Southern Italy   ;                 ;Primitivo                 ;Cielo e Terra                  
77875;92;Sagrantino di Montefalco  ;Goretti 2007  Sagrantino di Montefalco                                                            ;45;Central Italy    ;                 ;Sagrantino                ;Goretti                        
77899;85;Chianti Classico          ;Le Regge 2012  Chianti Classico                                                                   ;               ;Tuscany          ;                 ;Red Blend                 ;Le Regge                       
77904;85;Chianti Classico          ;Cantalici L'Antica Fornace di Ridolfo 2012  Chianti Classico                                      ;22;Tuscany          ;                 ;Red Blend                 ;Cantalici L'Antica Fornace di R
77905;85;Chianti Classico          ;Carus Vini 2012 Gàudio Riserva  (Chianti Classico)                                                ;20;Tuscany          ;                 ;Red Blend                 ;Carus Vini                     
77909;85;Chianti Classico          ;Fattoria Montecchio 2011 Riserva  (Chianti Classico)                                              ;19;Tuscany          ;                 ;Red Blend                 ;Fattoria Montecchio            
77910;85;Chianti Classico          ;La Castellina 2012  Chianti Classico                                                              ;14;Tuscany          ;                 ;Red Blend                 ;La Castellina                  
77914;87;Brunello di Montalcino    ;Verbena 2010  Brunello di Montalcino                                                              ;               ;Tuscany          ;                 ;Sangiovese                ;Verbena                        
77926;87;Bolgheri                  ;I Greppi 2012 Greppicante  (Bolgheri)                                                             ;20;Tuscany          ;                 ;Red Blend                 ;I Greppi                       
77932;87;Bolgheri Superiore        ;Donne Fittipaldi 2011  Bolgheri Superiore                                                         ;75;Tuscany          ;                 ;Red Blend                 ;Donne Fittipaldi               
77934;87;Bolgheri                  ;Caccia al Piano 1868 2012 Ruit Hora  (Bolgheri)                                                   ;30;Tuscany          ;                 ;Red Blend                 ;Caccia al Piano 1868           
77935;87;Brunello di Montalcino    ;Camigliano 2009 Gualto Riserva  (Brunello di Montalcino)                                          ;55;Tuscany          ;                 ;Sangiovese                ;Camigliano                     
77936;87;Brunello di Montalcino    ;Castelgiocondo 2009 Ripe al Convento Riserva  (Brunello di Montalcino)                            ;138;Tuscany          ;                 ;Sangiovese                ;Castelgiocondo                 
77970;90;Greco di Tufo             ;Vesevo 2016  Greco di Tufo                                                                        ;20;Southern Italy   ;                 ;Greco                     ;Vesevo                         
78028;91;Terre Siciliane           ;Occhipinti 2015 SP 68 Red (Terre Siciliane)                                                       ;30;Sicily & Sardinia;                 ;Red Blend                 ;Occhipinti                     
78095;92;Toscana                   ;Carpineto 2007 Farnito Cabernet Sauvignon (Toscana)                                               ;40;Tuscany          ;                 ;Cabernet Sauvignon        ;Carpineto                      
78155;87;Barolo                    ;Giacomo Grimaldi 2010 Le Coste  (Barolo)                                                          ;69;Piedmont         ;                 ;Nebbiolo                  ;Giacomo Grimaldi               
78160;87;Barolo                    ;Mario Gagliasso 2010 Torriglione  (Barolo)                                                        ;66;Piedmont         ;                 ;Nebbiolo                  ;Mario Gagliasso                
78163;87;Langhe                    ;Ca' del Baio 2011 Bric del Baio Nebbiolo (Langhe)                                                 ;25;Piedmont         ;                 ;Nebbiolo                  ;Ca' del Baio                   
78171;87;Barolo                    ;Gemma 2010 Colarej  (Barolo)                                                                      ;               ;Piedmont         ;                 ;Nebbiolo                  ;Gemma                          
78173;87;Barolo                    ;Renato Ratti 2010 Marcenasco  (Barolo)                                                            ;50;Piedmont         ;                 ;Nebbiolo                  ;Renato Ratti                   
78177;90;Brunello di Montalcino    ;Tenuta Friggiali 2011  Brunello di Montalcino                                                     ;               ;Tuscany          ;                 ;Sangiovese                ;Tenuta Friggiali               
78185;90;Vin Santo di Montepulciano;Fattoria Del Cerro 2006 Antonio da Sangallo  (Vin Santo di Montepulciano)                         ;               ;Tuscany          ;                 ;Red Blend                 ;Fattoria Del Cerro             
